# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam
ENSE00001612090	0	0	0	0	0	0
ENSE00001741155	4	2	14	7	18	2
ENSE00003703459	0	0	0	0	0	0
ENSE00001748689	0	0	0	0	0	0
ENSE00001786012	0	0	0	0	0	0
ENSE00001597489	0	0	0	0	0	0
ENSE00001787256	3	1	8	11	12	0
ENSE00001659833	0	0	0	0	0	0
ENSE00001616543	0	0	0	0	0	0
ENSE00001599284	0	0	0	0	0	0
ENSE00003702650	0	0	0	0	0	0
ENSE00001731011	0	0	0	0	0	0
ENSE00001681956	1	0	2	2	0	0
ENSE00001774761	0	0	0	0	0	0
ENSE00003709810	0	0	0	0	0	0
ENSE00001607533	0	0	0	0	0	0
ENSE00001788220	0	0	0	0	0	0
ENSE00001734239	0	0	2	4	4	0
ENSE00001742100	0	0	0	0	0	0
ENSE00001718408	0	0	0	0	0	0
ENSE00003706589	0	0	0	0	0	0
ENSE00003708085	0	0	0	0	0	0
ENSE00003711336	0	0	0	0	0	0
ENSE00001771908	0	0	0	0	0	0
ENSE00001670604	0	0	0	0	0	0
ENSE00001716728	0	0	0	0	0	0
ENSE00003703434	0	0	0	0	0	0
ENSE00001634741	0	0	0	0	0	0
ENSE00001655119	0	0	0	0	0	0
ENSE00001734236	0	0	0	0	0	0
ENSE00001675924	0	0	0	0	0	0
ENSE00001642402	0	0	0	0	0	0
ENSE00001768882	0	0	0	0	0	0
ENSE00001614288	0	0	0	0	0	0
ENSE00003491804	0	0	0	0	0	0
ENSE00003670665	0	0	0	0	0	0
ENSE00003601906	0	0	0	0	0	0
ENSE00003631118	0	0	0	0	0	0
ENSE00003580498	0	0	0	0	0	0
ENSE00001493506	0	0	0	0	0	0
ENSE00003585814	0	0	0	0	0	0
ENSE00003596195	0	0	0	0	0	0
ENSE00003605552	0	0	0	0	0	0
ENSE00003574694	0	0	0	0	0	0
ENSE00001675351	0	0	0	0	0	0
ENSE00001552985	0	0	0	0	0	0
ENSE00001550504	0	0	0	0	0	0
ENSE00003536629	0	0	0	0	0	0
ENSE00003598843	0	0	0	0	0	0
ENSE00003609268	0	0	0	0	0	0
ENSE00003555602	0	0	0	0	0	0
ENSE00003461694	0	0	0	0	0	0
ENSE00003667662	0	0	0	0	0	0
ENSE00003654764	0	0	0	0	0	0
ENSE00003736621	0	0	0	0	0	0
ENSE00003747688	0	0	0	0	0	0
ENSE00003751387	0	0	0	0	0	0
ENSE00003754868	0	0	0	0	0	0
ENSE00002305444	0	0	0	0	0	0
ENSE00001816682	0	0	0	0	0	0
ENSE00003549312	0	0	0	0	0	0
ENSE00003656231	0	0	0	0	0	0
ENSE00003467489	0	0	0	0	0	0
ENSE00003552860	0	0	0	0	0	0
ENSE00003612424	0	0	0	0	0	0
ENSE00001837918	0	0	0	0	0	0
ENSE00001790133	0	0	0	0	0	0
ENSE00001493484	0	0	0	0	0	0
ENSE00001783599	0	0	0	0	0	0
ENSE00001886635	0	0	0	0	0	0
ENSE00003596996	0	0	0	0	0	0
ENSE00001687739	0	0	0	0	0	0
ENSE00001926932	0	0	0	0	0	0
ENSE00001912558	0	0	0	0	0	0
ENSE00001383235	30	12	107	104	93	22
ENSE00001400017	0	0	0	0	1	0
ENSE00001547172	0	0	0	0	0	0
ENSE00001856314	0	0	0	0	0	0
ENSE00001952800	0	0	0	0	0	0
ENSE00001153626	0	0	0	0	0	0
ENSE00002696870	0	0	0	0	0	0
ENSE00001905091	0	0	0	0	0	0
ENSE00003656440	0	0	0	0	0	0
ENSE00001929437	0	0	0	0	0	0
ENSE00001843329	0	0	0	0	0	0
ENSE00003670968	0	0	0	0	0	0
ENSE00001153579	0	0	0	0	0	0
ENSE00003517106	0	0	0	0	0	0
ENSE00003606373	0	0	0	0	0	0
ENSE00003498479	0	0	0	0	0	0
ENSE00001864421	0	0	0	0	0	0
ENSE00001557641	0	0	0	0	0	0
ENSE00003536906	0	0	0	0	0	0
ENSE00003578980	0	0	0	0	0	0
ENSE00003632057	0	0	0	0	0	0
ENSE00001361632	0	0	0	0	0	0
ENSE00001493456	0	0	0	0	0	0
ENSE00001493455	0	0	0	0	0	0
ENSE00003651543	0	0	0	0	0	0
ENSE00003637987	0	0	0	0	0	0
ENSE00003616022	0	0	0	0	0	0
ENSE00002130985	0	0	0	0	0	0
ENSE00003469959	0	0	0	0	0	0
ENSE00001564474	0	0	0	0	0	0
ENSE00002064421	0	0	0	0	0	0
ENSE00001923706	0	0	0	0	0	0
ENSE00003567448	0	0	0	0	0	0
ENSE00002091168	0	0	1	0	0	0
ENSE00002112246	0	0	0	0	0	0
ENSE00002121577	0	0	0	0	1	1
ENSE00002105657	0	0	0	0	0	0
ENSE00003594543	0	0	0	0	0	0
ENSE00002095741	0	0	0	0	0	0
ENSE00001866512	0	0	0	0	0	0
ENSE00001906568	0	0	0	0	0	0
ENSE00001873703	0	0	0	0	0	0
ENSE00001891874	0	0	0	0	0	0
ENSE00003615433	0	0	0	0	0	0
ENSE00003497173	0	0	0	0	0	0
ENSE00003672048	0	0	0	0	0	0
ENSE00003566453	0	0	0	0	0	0
ENSE00003622713	0	0	0	0	0	0
ENSE00001909808	0	0	0	0	0	0
ENSE00001888175	0	0	0	0	0	0
ENSE00003535862	0	0	0	0	0	0
ENSE00003496658	0	0	0	0	0	0
ENSE00001900379	0	0	0	0	0	0
ENSE00001815593	0	0	0	0	0	0
ENSE00001872980	0	0	0	0	0	0
ENSE00003536922	0	0	0	0	0	0
ENSE00001827674	0	0	0	0	0	0
ENSE00003636460	0	0	0	0	0	0
ENSE00001647462	0	0	0	0	0	0
ENSE00001604000	0	0	0	0	0	0
ENSE00000879475	0	0	0	0	0	0
ENSE00003502030	0	0	0	0	0	0
ENSE00003649425	0	0	0	0	0	0
ENSE00003600315	0	0	0	0	0	0
ENSE00003510640	0	0	0	0	0	0
ENSE00003523555	0	0	0	0	0	0
ENSE00003692704	0	0	0	0	0	0
ENSE00003636030	0	0	0	0	0	0
ENSE00001784093	0	0	0	0	0	0
ENSE00001738085	0	0	0	0	0	0
ENSE00001927106	1	1	6	7	5	0
ENSE00001649822	0	0	0	0	0	0
ENSE00001707844	2	0	0	0	0	0
ENSE00001631638	0	0	0	0	0	0
ENSE00001918165	0	0	0	0	0	0
ENSE00001896063	0	0	0	0	0	0
ENSE00001913470	0	0	0	0	0	0
ENSE00001881214	0	0	0	0	0	0
ENSE00001865456	0	0	0	0	0	0
ENSE00001813939	0	2	0	0	0	0
ENSE00001856729	0	0	0	0	0	0
ENSE00001547041	0	0	0	0	0	0
ENSE00001380326	0	0	0	0	0	0
ENSE00000651413	0	0	0	0	0	0
ENSE00000879480	0	0	0	0	0	0
ENSE00003591896	0	0	0	0	0	0
ENSE00000651422	0	0	0	0	0	0
ENSE00000651425	0	0	0	0	0	0
ENSE00000651428	0	0	0	0	0	0
ENSE00003819998	0	0	0	0	0	0
ENSE00003825278	0	0	0	0	0	0
ENSE00001224609	0	0	0	0	0	0
ENSE00003821003	0	0	0	0	0	0
ENSE00000879478	0	0	0	0	0	0
ENSE00001385887	0	0	0	0	0	0
ENSE00003824614	0	0	0	0	0	0
ENSE00003825053	0	0	0	0	0	0
ENSE00003816993	0	0	0	2	6	0
ENSE00003820145	0	0	0	0	0	0
ENSE00003830973	0	0	0	0	0	0
ENSE00003826410	0	0	0	0	0	0
ENSE00001828615	0	0	0	0	0	0
ENSE00001952178	0	0	0	0	0	0
ENSE00003815223	0	0	0	0	0	0
ENSE00003814990	0	0	0	0	0	0
ENSE00003823288	0	0	0	0	0	0
ENSE00003824436	0	0	0	0	0	0
ENSE00001928851	0	0	0	0	0	0
ENSE00003821951	0	0	0	0	0	0
ENSE00003814714	0	0	0	0	0	0
ENSE00003816579	0	0	0	0	0	0
ENSE00003828016	0	0	0	0	0	0
ENSE00003814413	0	0	0	0	0	0
ENSE00003816442	0	0	0	0	0	0
ENSE00001929669	0	0	0	0	0	0
ENSE00003815249	0	0	0	0	0	0
ENSE00003825625	0	0	0	0	0	0
ENSE00003823791	0	0	0	0	0	0
ENSE00003823242	0	0	0	0	0	0
ENSE00003826597	0	0	0	0	0	0
ENSE00003831032	0	0	0	0	0	0
ENSE00003825669	0	0	0	0	0	0
ENSE00003825812	0	0	0	0	0	0
ENSE00001919098	0	0	0	0	0	0
ENSE00001870443	0	0	0	0	0	0
ENSE00003824231	0	0	0	0	0	0
ENSE00003818106	0	0	0	0	0	0
ENSE00003822613	0	0	6	2	4	0
ENSE00003823435	0	0	0	0	0	0
ENSE00003820454	0	0	0	0	0	0
ENSE00003829908	0	0	0	0	0	0
ENSE00003824285	0	0	0	0	0	0
ENSE00003790971	0	0	0	0	0	0
ENSE00003786300	0	0	0	0	0	0
ENSE00003588634	0	0	0	0	0	0
ENSE00003788843	0	0	0	0	0	0
ENSE00003824364	0	0	0	0	0	0
ENSE00003815000	0	0	0	0	0	0
ENSE00003828812	0	0	0	0	0	0
ENSE00003822776	0	0	0	4	0	0
ENSE00003816092	0	0	0	0	0	0
ENSE00003829473	0	0	0	0	0	0
ENSE00003825502	2	0	2	3	0	0
ENSE00003821896	0	0	0	0	0	0
ENSE00003823656	5	2	4	4	0	2
ENSE00003830708	0	0	0	0	0	0
ENSE00003466991	0	0	0	0	0	0
ENSE00001942501	0	0	0	0	0	0
ENSE00003683907	0	0	0	0	0	0
ENSE00003477405	0	0	0	0	0	0
ENSE00000651436	0	0	0	0	0	0
ENSE00003616444	0	0	0	0	0	0
ENSE00003571758	0	0	0	0	0	0
ENSE00000651447	0	0	0	0	0	0
ENSE00001554277	0	0	0	0	0	0
ENSE00001559403	0	0	0	0	0	0
ENSE00001557326	0	0	0	0	0	0
ENSE00003459786	0	0	0	0	0	0
ENSE00001554856	0	0	0	0	0	0
ENSE00001383120	0	0	0	0	0	0
ENSE00001821303	0	0	0	0	0	0
ENSE00001900035	0	0	0	0	0	0
ENSE00003578492	0	0	0	0	0	0
ENSE00001823777	0	0	0	0	0	0
ENSE00001941280	0	0	0	0	0	0
ENSE00003576845	0	0	0	0	0	0
ENSE00001822029	0	0	0	0	0	0
ENSE00003579427	0	0	0	0	0	0
ENSE00001816754	0	0	0	0	0	0
ENSE00001877815	0	0	0	0	0	0
ENSE00003692329	0	0	0	0	0	0
ENSE00001945850	0	0	0	0	0	0
ENSE00001951376	0	0	0	0	0	0
ENSE00001424416	0	0	0	0	0	0
ENSE00001950446	0	0	0	0	0	0
ENSE00001957411	0	0	0	0	0	0
ENSE00003711380	0	0	0	0	0	0
ENSE00001924373	0	0	0	0	0	0
ENSE00003629303	0	0	0	0	0	0
ENSE00003682329	0	0	0	0	0	0
ENSE00003674675	0	0	0	0	0	0
ENSE00003580882	0	0	0	0	0	0
ENSE00003500933	0	0	0	0	0	0
ENSE00003577221	0	0	0	0	0	0
ENSE00003612609	0	0	0	0	0	0
ENSE00003549447	0	0	0	0	0	0
ENSE00003502128	0	0	0	0	0	0
ENSE00003553444	0	0	0	0	0	0
ENSE00003488898	0	0	0	0	0	0
ENSE00001893471	0	0	0	0	0	0
ENSE00001666627	0	0	0	0	0	0
ENSE00002714107	0	0	0	0	0	0
ENSE00003468336	0	0	0	0	0	0
ENSE00003620502	0	0	0	0	0	0
ENSE00001609575	0	0	0	0	0	0
ENSE00001551235	0	0	0	0	0	0
ENSE00001887871	0	0	0	0	0	0
ENSE00003479068	0	0	0	0	0	0
ENSE00003637377	0	0	0	0	0	0
ENSE00003556728	0	0	0	0	0	0
ENSE00003673633	0	0	0	0	0	0
ENSE00003683150	0	0	0	0	0	0
ENSE00003479874	0	0	0	0	0	0
ENSE00003519561	0	0	0	0	0	0
ENSE00001879427	0	0	0	0	0	0
ENSE00001552560	0	0	0	0	0	0
ENSE00001667812	0	0	0	0	0	0
ENSE00003679599	0	0	0	0	0	0
ENSE00003650906	0	0	0	0	0	0
ENSE00003498279	0	0	0	0	0	0
ENSE00003496790	0	0	0	0	0	0
ENSE00003528988	0	0	0	0	0	0
ENSE00003459104	0	0	0	0	0	0
ENSE00001781531	0	0	0	0	0	0
ENSE00003601086	0	0	0	0	0	0
ENSE00003681951	0	0	0	0	0	0
ENSE00001879362	0	0	0	0	0	0
ENSE00001951165	0	0	0	0	0	0
ENSE00001800012	0	0	0	0	0	0
ENSE00001735013	0	0	0	0	0	0
ENSE00002725157	0	0	0	0	0	0
ENSE00001880337	0	0	0	0	0	0
ENSE00003744060	0	0	0	0	0	0
ENSE00003731522	0	0	0	0	0	0
ENSE00003712735	0	0	0	0	0	0
ENSE00001947632	0	0	0	0	0	0
ENSE00001845175	0	0	0	0	0	0
ENSE00001743421	0	0	0	0	0	0
ENSE00001787361	0	0	0	0	0	0
ENSE00001532890	0	0	0	0	0	0
ENSE00001602553	0	0	0	0	0	0
ENSE00001739357	0	0	0	0	0	0
ENSE00001738321	0	0	0	0	0	0
ENSE00001895562	0	0	0	0	0	0
ENSE00001406173	0	0	0	0	0	0
ENSE00001700757	0	0	0	0	0	0
ENSE00001722356	0	0	0	0	0	0
ENSE00001616216	0	0	0	0	0	0
ENSE00001682228	0	0	0	2	2	0
ENSE00001625810	0	0	0	0	0	0
ENSE00001827643	0	0	0	0	0	0
ENSE00001956958	0	0	0	0	0	0
ENSE00003536769	0	0	0	0	0	0
ENSE00001822292	0	0	0	0	0	0
ENSE00001832956	0	0	0	0	0	0
ENSE00001957275	0	0	0	0	0	0
ENSE00001824736	0	0	0	0	0	0
ENSE00001930520	0	0	0	0	0	0
ENSE00001935509	0	0	0	0	0	0
ENSE00001822318	6	0	8	2	0	0
ENSE00001952306	0	0	0	0	0	0
ENSE00001840567	0	0	0	0	0	0
ENSE00002143041	0	0	0	0	0	0
ENSE00003682782	0	0	0	0	0	0
ENSE00003549722	0	0	0	0	0	0
ENSE00003579171	0	0	0	0	0	0
ENSE00003649242	0	0	0	0	0	0
ENSE00003656567	0	0	0	0	0	0
ENSE00003755334	12	4	23	17	23	0
ENSE00001947833	0	0	0	0	0	0
ENSE00001922200	0	0	0	0	0	0
ENSE00003694118	0	0	0	0	0	0
ENSE00001839840	0	0	0	0	0	0
ENSE00001153306	0	0	0	0	0	0
ENSE00001881212	0	0	0	0	0	0
ENSE00001867185	0	0	0	0	0	0
ENSE00001924649	0	0	0	0	0	0
ENSE00001548415	0	0	0	0	0	0
ENSE00001562568	0	0	0	0	0	0
ENSE00001557423	0	0	0	0	0	0
ENSE00003707953	0	0	0	0	2	0
ENSE00001727435	1	0	14	12	16	4
ENSE00001712984	16	3	36	58	34	5
ENSE00001642833	13	3	27	30	27	0
ENSE00001730509	0	0	0	0	2	0
ENSE00001748328	0	0	0	0	0	0
ENSE00001687805	0	0	0	0	0	0
ENSE00001670449	0	0	0	0	0	0
ENSE00001622170	0	0	0	0	1	0
ENSE00001760788	0	0	0	0	0	0
ENSE00001883656	0	0	0	0	0	0
ENSE00001727999	0	0	0	0	0	0
ENSE00001734445	9	0	7	12	14	1
ENSE00001749600	3	1	9	6	9	0
ENSE00001833725	0	0	0	0	0	0
ENSE00001904844	0	0	0	0	0	0
ENSE00001733822	0	0	0	0	0	0
ENSE00001890133	0	0	0	0	0	0
ENSE00001603429	0	0	0	0	4	0
ENSE00001699748	0	0	0	0	0	0
ENSE00001661823	4	1	18	15	16	0
ENSE00001678640	11	3	41	27	24	0
ENSE00001493396	2	0	3	0	6	2
ENSE00003708799	0	0	0	0	0	2
ENSE00001552489	0	0	0	0	0	0
ENSE00003837199	0	0	0	0	0	0
ENSE00001895724	0	0	0	0	0	0
ENSE00003468830	0	0	0	0	0	0
ENSE00001046462	0	0	0	0	0	0
ENSE00000879495	0	0	0	0	0	0
ENSE00001793207	0	0	0	0	0	0
ENSE00001884797	0	0	0	0	0	0
ENSE00001608893	0	0	0	0	0	0
ENSE00001899851	0	0	0	0	0	0
ENSE00001873595	0	0	0	0	0	0
ENSE00001901176	0	0	0	0	0	0
ENSE00001551046	0	0	0	0	0	0
ENSE00003838409	0	0	0	0	0	0
ENSE00003634378	0	0	0	0	0	0
ENSE00001557771	0	0	0	0	0	0
ENSE00001547555	0	0	0	0	0	0
ENSE00003834713	0	0	0	0	0	0
ENSE00003834658	0	0	0	0	0	0
ENSE00001647953	0	0	0	0	0	0
ENSE00001740672	0	0	2	0	1	0
ENSE00001641243	0	0	0	0	0	0
ENSE00002047000	0	0	0	0	0	0
ENSE00002037674	0	0	0	0	0	0
ENSE00001938639	0	0	0	0	0	0
ENSE00001730025	9	0	7	6	6	0
ENSE00001709804	2	0	10	9	7	0
ENSE00003787167	0	0	0	0	0	0
ENSE00001946516	0	0	0	0	0	0
ENSE00001708234	0	0	0	0	1	0
ENSE00003785140	0	0	0	0	0	0
ENSE00003743093	0	0	0	0	0	0
ENSE00003717715	0	0	0	0	0	0
ENSE00003719436	0	0	0	0	0	0
ENSE00003717251	0	0	0	0	0	0
ENSE00003803413	0	0	0	0	0	0
ENSE00003805848	0	0	0	0	0	0
ENSE00003730549	0	0	0	0	0	0
ENSE00003727149	0	0	0	0	0	0
ENSE00003809758	0	0	0	0	0	0
ENSE00003745996	0	0	0	0	0	0
ENSE00003721472	0	0	0	0	0	0
ENSE00003732411	0	0	0	0	0	0
ENSE00003731896	0	0	0	0	0	0
ENSE00003751303	0	0	0	0	0	0
ENSE00003721059	0	0	1	0	0	0
ENSE00003717515	0	0	0	0	0	0
ENSE00003751593	0	0	0	0	0	0
ENSE00001635396	0	0	0	0	0	0
ENSE00001606586	0	0	0	0	0	0
ENSE00001631585	0	0	0	0	0	0
ENSE00001623360	0	0	0	0	0	0
ENSE00001361081	1	0	7	1	5	0
ENSE00001257233	1	0	4	2	5	0
ENSE00000651602	2	0	6	3	7	0
ENSE00000651604	1	0	1	5	0	2
ENSE00000651605	1	0	0	4	0	0
ENSE00000651606	2	2	1	10	5	0
ENSE00000651607	2	4	4	9	8	1
ENSE00001750762	0	0	0	0	0	0
ENSE00003845647	0	0	0	0	0	0
ENSE00000651603	4	0	5	4	4	0
ENSE00000651608	0	0	0	0	0	0
ENSE00000651609	7	2	15	11	9	0
ENSE00000651610	5	3	11	5	3	6
ENSE00000651611	0	3	2	1	2	0
ENSE00000651612	0	3	1	1	4	1
ENSE00000651613	4	2	2	2	5	0
ENSE00001256688	0	0	0	0	0	0
ENSE00000651615	0	0	0	0	0	0
ENSE00000651616	0	0	5	4	3	2
ENSE00000651617	0	0	3	0	4	0
ENSE00000651618	0	0	3	1	7	0
ENSE00000651619	0	0	5	4	7	2
ENSE00000651620	0	0	6	3	1	1
ENSE00000651622	1	0	3	1	0	0
ENSE00000651625	0	0	0	0	0	0
ENSE00000651626	5	0	14	9	2	0
ENSE00000651628	0	0	0	0	0	0
ENSE00003539870	0	0	0	0	0	0
ENSE00000651631	0	0	4	1	3	0
ENSE00000651632	7	0	6	4	8	0
ENSE00000651635	0	1	0	0	0	0
ENSE00000879517	0	1	3	0	11	0
ENSE00000879518	8	6	12	7	22	13
ENSE00003521419	0	0	0	0	0	0
ENSE00003567260	0	0	0	0	0	0
ENSE00000651649	0	0	0	0	0	0
ENSE00001256752	3	1	13	6	8	6
ENSE00001257253	0	0	0	0	0	0
ENSE00001361087	0	0	0	0	0	0
ENSE00001636855	0	0	0	0	0	0
ENSE00001562997	0	0	0	0	0	0
ENSE00001647985	0	0	0	0	0	0
ENSE00001745156	0	0	0	0	0	0
ENSE00001631216	0	0	0	0	0	0
ENSE00001860175	0	0	0	0	0	0
ENSE00001874577	0	0	0	0	0	0
ENSE00001832773	0	0	0	0	0	0
ENSE00001812326	0	0	0	0	0	0
ENSE00001827315	0	0	0	0	0	0
ENSE00001842498	0	0	0	0	0	0
ENSE00001836479	0	0	0	0	0	0
ENSE00003643665	0	0	0	0	0	0
ENSE00001854833	0	0	0	0	0	0
ENSE00001554164	0	0	1	0	3	0
ENSE00001871329	0	0	0	0	0	0
ENSE00001958504	0	0	0	0	0	0
ENSE00001933159	0	0	0	0	0	0
ENSE00001858907	0	0	0	0	0	0
ENSE00001820077	0	0	0	0	0	0
ENSE00001915593	0	0	0	0	0	0
ENSE00003590078	0	0	0	0	0	0
ENSE00003522807	0	0	0	0	0	0
ENSE00001833835	0	0	0	0	0	2
ENSE00001846858	0	0	0	0	2	0
ENSE00001915723	0	0	0	0	0	0
ENSE00001598524	0	0	0	0	0	0
ENSE00001638455	0	0	0	0	0	0
ENSE00001709694	0	0	0	2	2	0
ENSE00000651656	0	0	0	0	0	0
ENSE00001657986	0	0	0	0	0	0
ENSE00000651658	0	0	0	0	0	0
ENSE00000651659	0	0	0	0	0	0
ENSE00003537597	0	0	0	0	0	0
ENSE00003658555	0	0	0	0	0	0
ENSE00003584084	0	0	0	0	0	0
ENSE00003692948	0	0	0	0	0	0
ENSE00003643487	0	0	0	0	0	0
ENSE00000651665	0	0	0	0	0	0
ENSE00000651666	0	0	0	0	0	0
ENSE00000651667	0	0	0	0	0	0
ENSE00003619757	0	0	0	0	0	0
ENSE00003634241	0	0	0	0	0	0
ENSE00001889241	0	0	0	0	0	0
ENSE00001957140	0	0	0	0	0	0
ENSE00001949729	0	0	0	0	0	0
ENSE00003491096	0	0	0	0	0	0
ENSE00003590989	0	0	0	0	0	0
ENSE00003590545	0	0	0	0	0	0
ENSE00003564235	0	0	0	0	0	0
ENSE00003544616	0	0	0	0	0	0
ENSE00001825576	0	0	0	0	0	0
ENSE00003658159	0	0	0	0	0	0
ENSE00003494139	0	0	0	0	0	0
ENSE00001109029	0	0	0	0	0	0
ENSE00001790030	0	0	0	0	0	0
ENSE00001742378	1	4	10	7	10	0
ENSE00001633537	0	0	0	0	0	0
ENSE00001765405	5	2	8	13	16	0
ENSE00001615911	2	0	8	9	6	0
ENSE00001714442	4	0	15	12	12	0
ENSE00001756157	4	2	14	9	19	0
ENSE00000879531	0	2	14	6	15	1
ENSE00003644772	0	2	5	5	10	0
ENSE00000910941	3	1	12	9	8	0
ENSE00001816789	0	0	0	0	0	0
ENSE00000910938	3	1	8	3	9	0
ENSE00001378316	0	0	0	0	0	0
ENSE00001750189	0	0	0	0	0	0
ENSE00001712392	0	0	1	1	0	2
ENSE00001718212	0	0	0	0	0	0
ENSE00001532520	0	0	0	0	0	0
ENSE00001950575	0	0	0	0	0	0
ENSE00001788994	0	0	0	0	0	0
ENSE00001734797	0	0	0	0	0	0
ENSE00003756802	1	0	4	9	1	0
ENSE00001789655	0	0	0	0	0	0
ENSE00001655227	0	0	0	0	1	0
ENSE00001661146	0	0	0	0	0	0
ENSE00001637701	0	0	0	0	0	0
ENSE00001770574	0	0	6	0	4	0
ENSE00002333855	0	0	0	0	0	0
ENSE00002413886	0	0	0	0	0	0
ENSE00002415067	0	0	0	0	0	0
ENSE00002361297	0	1	4	3	1	2
ENSE00002394942	0	0	0	0	0	0
ENSE00002423279	0	0	0	0	0	0
ENSE00001821244	2	0	1	1	0	2
ENSE00001713326	0	0	0	0	0	0
ENSE00001678007	0	0	0	0	0	0
ENSE00001753744	0	0	0	0	0	0
ENSE00001665948	0	0	0	0	0	0
ENSE00001605723	0	0	0	0	0	0
ENSE00001634774	0	0	0	0	0	0
ENSE00001806368	0	0	0	0	0	0
ENSE00001700995	0	0	0	0	0	0
ENSE00001788069	189	74	447	474	400	20
ENSE00001526947	100	36	218	225	199	2
ENSE00001783788	0	0	0	0	0	0
ENSE00003491742	0	0	0	0	0	0
ENSE00003469662	0	0	0	0	0	0
ENSE00003514061	0	0	0	0	0	0
ENSE00003676353	0	0	0	0	0	0
ENSE00003669862	0	0	0	0	0	0
ENSE00003505841	0	0	0	0	0	0
ENSE00003473726	0	0	0	0	0	0
ENSE00003630452	0	0	0	0	0	0
ENSE00003502222	0	0	0	0	0	0
ENSE00003475905	0	0	0	0	0	0
ENSE00003522695	0	0	0	0	0	0
ENSE00003632304	0	0	0	0	0	0
ENSE00003549033	0	0	0	0	0	0
ENSE00003638836	0	0	0	0	0	0
ENSE00001252567	0	0	0	0	0	0
ENSE00001654521	0	0	0	0	0	0
ENSE00001777575	0	0	0	0	0	0
ENSE00003843715	0	0	0	0	0	0
ENSE00003491336	0	0	0	0	0	0
ENSE00001881826	0	0	0	0	0	0
ENSE00001885838	0	0	0	0	0	0
ENSE00003847042	1	0	0	2	0	0
ENSE00003847789	0	0	0	0	0	0
ENSE00003844130	0	0	0	0	0	0
ENSE00003844012	0	0	0	0	0	0
ENSE00001655823	0	0	0	0	0	0
ENSE00003600908	0	0	0	0	0	0
ENSE00003549551	0	0	0	0	0	0
ENSE00001652228	0	0	0	0	0	0
ENSE00001769339	0	0	0	0	0	0
ENSE00002304654	0	0	0	0	0	0
ENSE00001714097	0	0	0	0	0	0
ENSE00003483653	0	0	0	0	0	0
ENSE00001617665	0	0	0	0	0	0
ENSE00001867567	3	2	6	12	6	1
ENSE00001957815	0	0	0	0	0	0
ENSE00001745229	0	0	0	0	0	0
ENSE00003496656	0	0	0	0	0	0
ENSE00003690458	0	0	0	0	0	0
ENSE00003466523	0	0	0	0	0	0
ENSE00003686361	0	0	0	0	0	0
ENSE00003647594	0	0	0	0	0	0
ENSE00003545130	0	0	0	0	0	0
ENSE00003638083	0	0	0	0	0	0
ENSE00003459861	0	0	0	0	0	0
ENSE00003496690	0	0	0	0	0	0
ENSE00001804489	0	0	0	0	1	0
ENSE00003623716	0	0	0	0	0	0
ENSE00003490223	0	0	0	0	0	0
ENSE00003547193	0	0	0	0	0	0
ENSE00003545379	0	0	0	0	0	0
ENSE00003627386	0	0	0	0	0	0
ENSE00003572385	0	0	0	0	0	0
ENSE00001532314	0	0	0	0	0	0
ENSE00003469408	0	0	0	0	0	0
ENSE00001747159	0	0	0	0	0	0
ENSE00001872031	0	0	0	0	0	0
ENSE00003794622	0	0	0	0	0	0
ENSE00001855926	0	0	0	0	0	0
ENSE00001860657	2	0	0	0	0	0
ENSE00001937260	0	0	0	0	0	0
ENSE00001956654	0	0	0	0	0	0
ENSE00001943873	0	0	0	0	0	0
ENSE00003799896	0	0	0	0	0	0
ENSE00001768654	0	0	0	0	0	0
ENSE00003792508	0	0	0	0	0	0
ENSE00003750761	0	0	0	0	0	0
ENSE00001870320	0	0	0	0	0	0
ENSE00001855323	0	0	0	0	0	0
ENSE00001830803	0	0	0	0	0	0
ENSE00001942789	0	0	0	0	0	0
ENSE00001637856	0	0	0	0	0	0
ENSE00001592414	0	0	0	0	0	0
ENSE00001893212	0	0	0	0	0	0
ENSE00001865691	0	0	0	0	0	0
ENSE00002322583	0	0	0	0	0	0
ENSE00002241361	0	0	0	0	0	0
ENSE00002514393	0	0	0	0	0	0
ENSE00001813959	0	0	0	0	0	0
ENSE00003795588	0	0	0	1	0	1
ENSE00001811226	0	0	0	0	0	0
ENSE00001686230	0	0	0	0	0	0
