# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam
ENSE00003497355	0	0	0	0	0	0
ENSE00003594661	0	0	0	0	0	0
ENSE00003485566	0	0	0	0	0	0
ENSE00003505387	0	0	0	0	0	0
ENSE00003694539	0	0	0	0	0	0
ENSE00003477616	0	0	0	0	0	0
ENSE00001844860	0	0	0	0	0	0
ENSE00003517671	0	0	0	0	0	0
ENSE00003556641	0	0	0	0	0	0
ENSE00003475933	0	0	0	0	0	0
ENSE00003513369	0	0	0	0	0	0
ENSE00003512308	0	0	0	0	0	0
ENSE00003640279	0	0	0	0	0	0
ENSE00003576279	0	0	0	0	0	0
ENSE00003544419	0	0	0	0	0	0
ENSE00001819619	0	0	1	0	3	0
ENSE00001685959	0	0	0	0	0	0
ENSE00001675193	0	0	0	0	0	0
ENSE00001733332	0	0	0	0	0	0
ENSE00003507144	0	0	0	0	0	0
ENSE00003677051	0	0	0	0	0	0
ENSE00001603377	0	0	0	0	0	0
ENSE00001641900	0	0	0	0	0	0
ENSE00001779678	0	0	0	0	0	0
ENSE00002094227	0	0	0	0	0	0
ENSE00001597254	0	0	0	0	0	0
ENSE00001794889	0	0	0	0	0	0
ENSE00001699106	0	0	0	0	0	0
ENSE00001953571	0	0	0	0	0	0
ENSE00001850313	0	0	0	0	2	0
ENSE00001900438	0	0	0	0	0	0
ENSE00003498564	0	0	0	0	0	0
ENSE00003673160	0	0	0	0	0	0
ENSE00003642893	0	0	0	0	0	0
ENSE00003575812	0	0	0	0	0	0
ENSE00001882941	0	0	0	0	0	0
ENSE00001839065	0	0	0	0	0	0
ENSE00001889289	0	2	2	2	2	0
ENSE00001857197	0	0	0	0	0	0
ENSE00001824803	0	0	0	0	0	0
ENSE00001892763	0	0	0	0	0	0
ENSE00001558303	0	0	0	0	0	0
ENSE00001662962	0	0	0	0	0	0
ENSE00001674409	0	0	0	0	0	0
ENSE00001754607	0	0	0	0	0	0
ENSE00001774606	0	0	0	0	0	0
ENSE00001782574	0	0	0	0	0	0
ENSE00001610475	0	0	0	0	0	0
ENSE00001756718	0	0	0	0	0	0
ENSE00002186853	0	0	0	0	0	0
ENSE00003629748	0	0	0	0	0	0
ENSE00003492070	0	0	0	0	0	0
ENSE00001557996	0	0	0	0	0	0
ENSE00003564849	0	0	0	0	0	0
ENSE00001550112	0	0	0	0	0	0
ENSE00003478029	0	0	0	0	0	0
ENSE00003466516	0	0	0	0	0	0
ENSE00003680542	0	0	0	0	0	0
ENSE00002298041	0	0	0	0	0	0
ENSE00000657038	2	2	2	0	2	0
ENSE00001212446	0	2	2	2	2	0
ENSE00003762949	0	0	0	0	0	0
ENSE00003768486	0	0	0	0	0	0
ENSE00002447115	0	0	0	0	0	0
ENSE00001672868	0	0	0	0	0	0
ENSE00001687107	0	0	0	0	0	0
ENSE00001618316	0	0	0	0	0	0
ENSE00001760052	0	0	0	0	0	0
ENSE00001890626	0	0	0	0	0	0
ENSE00001863428	0	0	0	0	2	0
ENSE00001810420	0	0	0	0	0	0
ENSE00001958058	0	0	0	0	0	0
ENSE00001880500	0	0	0	0	0	0
ENSE00001870364	0	0	0	0	0	0
ENSE00001810339	0	0	0	0	0	0
ENSE00001866334	0	0	0	0	0	0
ENSE00001901148	0	0	0	0	0	0
ENSE00001818551	0	0	0	2	0	0
ENSE00001937287	0	0	0	0	0	0
ENSE00001906554	0	0	0	0	0	0
ENSE00001946547	0	0	0	0	0	0
ENSE00001646807	0	0	0	0	0	0
ENSE00001707014	0	0	0	0	0	0
ENSE00001751614	0	0	0	0	0	0
ENSE00001728216	0	0	0	0	2	1
ENSE00001676248	2	0	0	2	0	0
ENSE00001749520	0	0	0	2	0	0
ENSE00002526386	0	0	0	2	4	0
ENSE00001783103	0	1	0	3	3	0
ENSE00001642954	0	0	0	0	0	0
ENSE00001702411	0	0	0	0	0	0
ENSE00003709115	0	0	0	0	0	0
ENSE00003711210	0	0	0	0	1	0
ENSE00003704381	2	0	1	4	0	0
ENSE00001185148	0	0	0	0	0	0
ENSE00003524211	0	0	0	0	0	0
ENSE00003558957	0	0	0	0	0	0
ENSE00003464927	0	0	0	0	0	0
ENSE00003477842	0	0	0	0	0	0
ENSE00003618313	0	0	0	0	0	0
ENSE00003506930	0	0	0	0	0	0
ENSE00001300233	33	14	67	73	56	56
ENSE00001547081	0	0	0	0	0	0
ENSE00003503524	0	0	0	0	0	0
ENSE00001840836	0	0	0	0	0	0
ENSE00003685005	0	0	0	0	0	0
ENSE00001547560	0	0	0	0	0	0
ENSE00001785720	0	0	0	0	0	0
ENSE00002476970	2	1	5	6	7	0
ENSE00001802187	0	0	0	0	0	0
ENSE00001701364	0	0	0	0	0	0
ENSE00001703425	0	0	0	0	0	0
ENSE00001709965	0	0	0	0	0	0
ENSE00001951795	0	0	0	0	0	0
ENSE00001851198	0	0	0	0	0	0
ENSE00001908888	0	0	0	0	0	0
ENSE00001635296	0	0	0	0	0	0
ENSE00003635460	0	0	0	0	0	0
ENSE00003531646	0	0	0	0	0	0
ENSE00001794242	0	0	0	0	0	0
ENSE00001604607	0	0	0	0	0	0
ENSE00002536320	0	0	0	0	0	0
ENSE00003518865	0	0	0	0	0	0
ENSE00001851734	0	0	0	0	0	0
ENSE00001653669	0	0	2	0	0	0
ENSE00001770053	0	4	0	0	4	0
ENSE00001693472	0	0	0	0	0	0
ENSE00001905871	0	0	0	0	0	0
ENSE00001879443	0	0	0	1	0	0
ENSE00003527255	0	0	0	0	0	0
ENSE00003587157	0	0	0	0	0	0
ENSE00001920119	0	0	0	0	0	0
ENSE00001523856	0	0	0	0	0	0
ENSE00001885618	0	0	0	0	0	0
ENSE00001623460	0	0	0	0	0	0
ENSE00001612812	0	0	0	0	0	0
ENSE00001779024	0	0	0	0	0	0
ENSE00003683522	0	0	0	0	0	0
ENSE00001735171	0	0	0	0	0	0
ENSE00001670325	0	0	0	0	0	0
ENSE00001837718	0	0	0	0	0	0
ENSE00001832327	0	0	0	0	0	0
ENSE00003605613	0	0	0	0	0	0
ENSE00001854037	0	0	0	0	0	0
ENSE00001925026	0	0	0	0	0	0
ENSE00001870321	0	0	0	0	0	0
ENSE00001861509	1	2	1	0	2	0
ENSE00001910898	0	0	0	0	0	0
ENSE00003706366	0	0	0	0	0	0
ENSE00001866036	7	7	31	28	22	11
ENSE00003585305	0	0	0	0	0	0
ENSE00003563418	0	0	0	0	0	0
ENSE00003669399	0	0	0	0	0	0
ENSE00003633751	0	0	0	0	0	0
ENSE00003468426	0	0	0	0	0	0
ENSE00003617262	0	0	0	0	0	0
ENSE00003460101	0	0	0	0	0	0
ENSE00003704339	0	0	0	0	0	0
ENSE00001388805	0	0	0	0	0	0
ENSE00001509405	0	0	0	0	0	0
ENSE00002527083	0	0	0	0	0	0
ENSE00001725511	0	0	0	0	0	0
ENSE00001487533	0	0	0	0	0	0
ENSE00003645308	0	0	0	0	0	0
ENSE00001556564	0	0	0	0	0	0
ENSE00001842059	0	0	0	0	0	0
ENSE00003533139	0	0	0	0	0	0
ENSE00003538590	0	0	0	0	0	0
ENSE00003554584	0	0	0	0	0	0
ENSE00003694103	0	0	0	0	0	0
ENSE00003500579	0	0	0	0	0	0
ENSE00003486104	0	0	0	0	0	0
ENSE00003560678	0	0	0	0	0	0
ENSE00001855584	0	0	0	0	0	0
ENSE00001954429	0	0	0	0	0	0
ENSE00001948240	0	0	4	0	0	0
ENSE00001887403	0	0	0	0	0	0
ENSE00001849294	0	0	0	0	0	0
ENSE00001868220	0	0	0	0	0	0
ENSE00001833823	0	0	0	0	0	0
ENSE00001952801	0	0	0	0	0	0
ENSE00001842760	0	0	0	0	0	0
ENSE00001745570	0	0	0	0	0	0
ENSE00001675676	0	1	0	1	0	0
ENSE00001661061	0	0	0	0	0	0
ENSE00001720029	0	0	0	0	0	0
ENSE00001712933	0	0	0	0	0	0
ENSE00001796298	0	0	0	0	0	0
ENSE00001682235	0	0	0	0	0	0
ENSE00001855888	0	0	0	0	0	0
ENSE00003707510	0	0	0	0	0	0
ENSE00001862869	0	0	0	0	0	0
ENSE00001771581	0	0	0	0	0	0
ENSE00001767238	0	0	0	0	0	0
ENSE00001598743	0	0	0	0	0	0
ENSE00001862847	0	0	0	0	0	0
ENSE00001832103	0	0	0	0	0	0
ENSE00001846466	0	0	0	0	0	0
ENSE00001921141	0	0	0	0	0	0
ENSE00001565306	0	0	0	0	0	0
ENSE00003711358	4	2	4	6	4	0
ENSE00001680613	51	41	144	150	139	0
ENSE00000880720	0	0	0	0	0	0
ENSE00000880721	0	0	0	0	2	0
ENSE00000657062	0	0	2	0	0	0
ENSE00001314037	0	0	0	0	0	0
ENSE00000657064	0	0	0	0	0	0
ENSE00000880722	0	0	0	0	0	0
ENSE00001812356	0	0	0	0	0	0
ENSE00001900582	0	0	0	0	0	0
ENSE00001864241	0	0	0	0	0	0
ENSE00001878309	0	0	0	0	0	0
ENSE00001905649	0	0	0	0	0	0
ENSE00001366688	0	0	0	0	0	0
ENSE00001046455	0	0	0	0	0	0
ENSE00003478739	0	0	0	0	0	0
ENSE00003557773	0	0	0	0	0	0
ENSE00000657067	0	0	0	0	0	0
ENSE00003551406	0	0	0	0	0	0
ENSE00003614336	0	0	0	0	0	0
ENSE00003655600	0	0	0	0	0	0
ENSE00003602411	0	0	0	0	0	0
ENSE00001046457	2	2	1	6	6	6
ENSE00001917318	0	0	0	0	0	0
ENSE00001837379	0	0	0	0	0	0
ENSE00001896029	0	0	0	0	0	0
ENSE00001556181	0	0	0	0	0	0
ENSE00001548451	0	0	0	0	0	0
ENSE00001555479	1	1	9	7	2	2
ENSE00001880320	0	0	0	0	0	0
ENSE00003643837	0	0	0	0	0	0
ENSE00003533947	0	0	0	0	0	0
ENSE00001845252	0	0	0	0	1	0
ENSE00001785756	0	0	0	0	0	0
ENSE00001615628	0	0	0	0	0	0
ENSE00001771885	0	0	0	0	0	0
ENSE00001780842	0	0	0	2	0	0
ENSE00001671125	0	0	0	0	1	0
ENSE00003634704	0	0	0	0	0	0
ENSE00001725560	0	0	0	0	0	0
ENSE00002470551	0	0	0	0	0	0
ENSE00001874389	0	0	0	0	0	0
ENSE00001825279	0	0	0	0	0	0
ENSE00001955330	0	0	0	0	0	0
ENSE00003665982	0	0	0	0	0	0
ENSE00001931361	0	0	0	0	0	0
ENSE00001953227	0	0	0	0	0	0
ENSE00001904195	0	0	0	0	0	0
ENSE00001934934	0	0	0	0	0	0
ENSE00001929525	0	0	0	0	0	0
ENSE00003573685	0	0	0	0	0	0
ENSE00003513251	0	0	0	0	0	0
ENSE00001846526	0	0	0	0	0	0
ENSE00001811412	1	0	0	1	0	0
ENSE00003628686	0	0	0	0	0	0
ENSE00003671165	0	0	0	0	0	0
ENSE00001812224	0	0	0	0	0	0
ENSE00001822449	0	0	0	0	0	0
ENSE00002479982	0	0	0	0	0	0
ENSE00001869361	0	0	0	0	0	0
ENSE00001847016	0	0	0	0	0	0
ENSE00001548476	0	0	0	0	2	0
ENSE00001046470	0	0	0	0	0	0
ENSE00001046490	0	0	0	0	0	0
ENSE00001107573	0	0	0	0	0	0
ENSE00001107583	0	0	0	0	0	0
ENSE00001340317	0	0	0	0	0	0
ENSE00001274454	0	0	0	0	0	0
ENSE00001340453	0	0	0	0	0	0
ENSE00001406994	0	0	2	0	0	0
ENSE00001406353	0	0	0	0	0	0
ENSE00001405948	0	0	4	4	2	0
ENSE00001404707	0	0	2	0	2	0
ENSE00000880733	0	0	0	0	0	0
ENSE00000657085	0	0	0	0	0	0
ENSE00000657086	0	0	0	0	0	0
ENSE00000657087	0	0	0	0	0	0
ENSE00000507375	0	0	0	0	0	0
ENSE00000880734	0	0	0	0	0	0
ENSE00000880735	0	0	0	0	0	0
ENSE00000507372	0	0	0	0	0	0
ENSE00000880736	0	0	0	0	0	0
ENSE00000657093	0	0	0	0	0	0
ENSE00001340460	0	0	0	0	0	0
ENSE00000657095	0	0	0	0	0	0
ENSE00001907828	0	0	0	0	0	0
ENSE00001939488	0	0	0	0	0	0
ENSE00001422927	0	0	0	0	0	0
ENSE00003732033	0	0	0	0	0	0
ENSE00003733145	0	0	0	0	0	0
ENSE00003737017	0	0	0	0	0	0
ENSE00003737226	0	0	0	0	0	0
ENSE00003730468	0	0	0	0	0	0
ENSE00003749600	4	0	2	4	2	0
ENSE00003712373	0	0	2	0	0	0
ENSE00003728518	0	0	0	0	0	0
ENSE00003734816	0	0	0	0	0	0
ENSE00003751374	0	0	0	0	0	0
ENSE00001852353	0	0	0	0	1	0
ENSE00003503387	0	0	0	0	0	0
ENSE00003524914	0	0	0	0	0	0
ENSE00001929998	0	0	0	0	0	0
ENSE00001799785	0	0	0	0	0	0
ENSE00001659454	0	0	0	10	0	0
ENSE00001624479	0	0	0	0	0	0
ENSE00003648838	0	0	0	0	0	0
ENSE00003786053	0	0	2	6	0	0
ENSE00002268867	0	0	0	2	0	1
ENSE00003790950	1	0	0	1	0	0
ENSE00001627615	0	0	0	0	0	0
ENSE00001749469	0	0	0	0	0	0
ENSE00003786931	0	0	0	0	0	0
ENSE00001717410	0	0	0	0	0	0
ENSE00001767511	0	0	0	0	0	0
ENSE00001873674	0	0	0	0	0	0
ENSE00001551877	0	0	0	0	0	0
ENSE00002234132	0	0	0	0	0	0
ENSE00003790821	0	0	0	0	0	0
ENSE00002265445	0	0	0	0	0	0
ENSE00003544709	0	0	0	0	0	0
ENSE00003562824	0	0	0	0	0	0
ENSE00003585659	0	0	0	0	0	0
ENSE00003515324	0	0	0	0	0	0
ENSE00002209135	8	0	1	0	1	0
ENSE00003669715	0	0	0	0	0	0
ENSE00001868638	0	0	0	0	0	0
ENSE00001938724	0	0	0	0	0	0
ENSE00002275257	0	0	0	0	1	0
ENSE00002300640	0	0	0	0	1	0
ENSE00001823520	0	0	0	0	0	0
ENSE00001866048	0	0	0	0	0	0
ENSE00001375906	0	0	2	2	0	0
ENSE00001949413	0	0	0	0	0	0
ENSE00001744908	0	0	1	0	8	0
ENSE00001591624	0	0	0	0	0	0
ENSE00003791562	0	0	0	0	0	0
ENSE00001711310	0	0	0	0	0	0
ENSE00001746490	0	0	0	0	0	0
ENSE00001673366	0	0	0	0	0	0
ENSE00001784750	0	0	0	0	0	0
ENSE00002434550	0	0	0	0	0	0
ENSE00002452929	0	0	0	0	0	0
ENSE00003675388	0	0	0	0	0	0
ENSE00003612934	0	0	0	0	0	0
ENSE00001787390	0	0	0	0	0	0
ENSE00001830824	0	0	0	0	0	0
ENSE00003466161	0	0	0	0	0	0
ENSE00003620984	0	0	0	0	0	0
ENSE00001896886	0	0	0	0	0	0
ENSE00002453769	0	0	0	0	0	0
ENSE00001881128	0	0	2	2	0	0
ENSE00001915551	0	0	0	0	0	0
ENSE00001923762	0	0	0	0	0	0
ENSE00003618122	0	0	0	0	0	0
ENSE00003508141	0	0	0	0	0	0
ENSE00003542524	0	0	0	0	0	0
ENSE00003584792	0	0	0	0	0	0
ENSE00003554344	0	0	0	0	0	0
ENSE00001861324	0	0	0	0	0	0
ENSE00001917712	0	0	0	0	0	0
ENSE00001812646	0	0	0	0	0	0
ENSE00001773091	0	0	0	1	0	0
ENSE00001772973	0	0	0	0	0	0
ENSE00002088453	0	0	0	0	0	0
ENSE00003755600	12	4	35	41	27	1
ENSE00002312112	0	0	0	0	0	0
ENSE00003572337	0	0	0	0	0	0
ENSE00003662543	0	0	0	0	0	0
ENSE00003476531	0	0	0	0	0	0
ENSE00003526130	0	0	0	0	0	0
ENSE00003485380	0	0	0	0	0	0
ENSE00003687295	0	0	0	0	0	0
ENSE00003463854	0	0	0	0	0	0
ENSE00003569372	0	0	0	0	0	0
ENSE00003629763	0	0	0	0	0	0
ENSE00002207252	0	0	0	0	0	0
ENSE00001487386	0	0	0	0	0	0
ENSE00003686635	0	0	0	0	0	0
ENSE00001332462	0	0	0	0	0	0
ENSE00003809247	0	0	0	0	0	0
ENSE00003806319	0	0	0	0	0	0
ENSE00003810454	0	0	0	0	0	0
ENSE00003805499	0	0	0	0	0	0
ENSE00001931112	0	0	0	0	0	0
ENSE00003617514	0	0	0	0	0	0
ENSE00003618328	0	0	0	0	0	0
ENSE00003503114	0	0	0	0	0	0
ENSE00003676291	0	0	0	0	0	0
ENSE00001865859	0	0	0	0	0	0
ENSE00001864211	0	0	0	0	0	0
ENSE00001868271	0	0	0	0	0	0
ENSE00001857162	0	0	0	0	0	0
ENSE00003462586	0	0	0	0	0	0
ENSE00003605522	0	0	0	0	0	0
ENSE00003483955	0	0	0	0	0	0
ENSE00001910908	0	0	0	0	0	0
ENSE00001844042	4	0	3	3	6	0
ENSE00001604428	0	0	0	0	0	0
ENSE00001700842	0	0	0	0	0	0
ENSE00001939722	0	0	0	0	0	0
ENSE00003566302	0	0	0	0	0	0
ENSE00003678958	0	0	0	0	0	0
ENSE00003552154	0	0	0	0	0	0
ENSE00002496162	0	0	0	0	0	0
ENSE00001523587	0	0	0	0	0	0
ENSE00001523580	0	0	0	0	0	1
ENSE00001716819	0	0	0	0	0	0
ENSE00001918847	0	0	0	0	0	0
ENSE00001860656	0	0	0	0	0	0
ENSE00001555963	0	0	0	0	0	0
ENSE00001878036	0	0	0	0	0	0
ENSE00002698598	0	0	0	0	0	0
ENSE00001662268	2	0	6	9	12	0
ENSE00003755806	2	0	2	2	0	0
ENSE00001739815	0	0	0	0	0	0
ENSE00001619574	0	0	0	0	0	0
ENSE00001744084	0	0	0	0	0	0
ENSE00003836333	0	0	0	0	0	0
ENSE00003839423	0	0	0	0	0	0
ENSE00003840650	0	0	0	0	0	0
ENSE00003833985	0	0	0	0	0	0
ENSE00001384765	4	2	10	6	8	0
ENSE00001376372	0	0	2	0	0	0
ENSE00003478436	0	0	0	0	0	0
ENSE00001487373	4	0	4	6	6	0
ENSE00001586919	0	0	0	0	0	0
ENSE00001798794	0	0	0	0	0	0
ENSE00001588328	0	0	0	0	0	0
ENSE00001585387	0	0	0	0	0	0
ENSE00001586951	0	0	0	0	0	0
ENSE00001738679	0	0	0	0	0	0
ENSE00003649937	0	0	0	0	0	0
ENSE00001662202	0	0	0	0	0	0
ENSE00003755756	1	0	10	5	6	0
ENSE00003705455	0	0	0	0	0	0
ENSE00003708935	1	0	1	0	2	0
ENSE00003710760	4	0	4	13	9	3
ENSE00001611194	0	0	0	0	0	0
ENSE00001594580	0	0	0	0	0	0
ENSE00001637895	0	0	0	4	0	0
ENSE00001715495	0	0	0	0	0	0
ENSE00001682790	0	0	0	0	0	0
ENSE00001633239	0	0	0	0	0	0
ENSE00001689159	0	0	0	8	2	0
ENSE00001523564	0	0	7	7	7	0
ENSE00003834628	0	0	0	0	0	0
ENSE00003704926	0	0	0	0	0	0
ENSE00001773753	0	0	4	0	0	0
ENSE00001730784	3	2	4	2	1	0
ENSE00001713659	0	1	4	1	0	0
ENSE00001678016	0	0	1	0	0	0
ENSE00001799670	0	0	0	0	0	0
ENSE00001601172	0	0	0	0	0	0
ENSE00001487350	0	0	0	0	0	0
ENSE00001408108	0	0	0	0	1	0
ENSE00003755452	0	0	0	0	2	0
ENSE00001740565	0	0	0	1	1	0
ENSE00001487336	0	0	0	2	0	1
ENSE00001669791	0	0	0	0	0	0
ENSE00001415748	0	0	0	0	0	0
ENSE00003755342	0	0	0	0	0	0
ENSE00001693112	0	0	0	0	0	0
ENSE00001869746	0	0	0	0	0	0
ENSE00001412318	0	2	4	8	18	0
ENSE00001755261	0	0	0	0	0	0
ENSE00001673815	1	0	0	0	0	0
ENSE00001795336	0	0	0	2	0	0
ENSE00001711421	0	0	0	0	0	0
ENSE00001594937	2	0	0	0	0	0
ENSE00002729839	0	0	0	0	0	0
ENSE00001436879	0	0	0	0	0	0
ENSE00002717208	0	0	0	0	0	0
ENSE00001500146	0	0	0	0	0	0
ENSE00001739665	0	0	0	0	0	0
ENSE00001046654	0	0	0	0	0	0
ENSE00001561793	0	0	0	0	0	0
ENSE00003790920	0	0	0	0	0	0
ENSE00001630109	0	0	0	0	0	0
ENSE00001625738	0	0	0	0	0	0
ENSE00003799389	0	0	0	0	0	0
ENSE00001411734	0	0	0	0	0	0
ENSE00002712432	0	0	0	0	0	0
ENSE00003567892	0	0	0	0	0	0
ENSE00003486069	0	0	0	0	0	0
ENSE00002517229	0	0	0	0	0	0
ENSE00003586693	0	0	0	0	4	0
ENSE00000880791	0	0	0	0	0	0
ENSE00001783914	0	0	0	0	0	0
ENSE00001645048	0	0	0	0	0	0
ENSE00001550928	0	0	0	0	0	0
ENSE00001551003	0	0	0	0	0	0
ENSE00001559128	0	0	0	0	0	0
ENSE00001839052	0	0	0	0	0	0
ENSE00001851303	0	0	0	0	0	0
ENSE00003757732	4	3	16	14	7	0
ENSE00001862692	0	0	0	0	0	0
ENSE00003790631	0	0	0	0	0	0
ENSE00001915803	0	0	0	0	0	0
ENSE00001829537	0	0	5	3	1	0
ENSE00001877720	0	0	0	0	0	0
ENSE00001552241	0	0	0	0	0	0
ENSE00001554599	0	0	0	0	0	0
ENSE00001857228	0	0	0	0	0	0
ENSE00003784822	0	0	0	0	0	0
ENSE00003627133	0	0	0	0	0	0
ENSE00003459727	0	0	0	0	0	0
ENSE00001852382	2	4	1	8	6	0
ENSE00003759120	2	2	1	5	0	0
ENSE00001563126	0	0	0	0	0	0
ENSE00001560266	0	0	0	0	0	0
ENSE00001561004	0	0	0	0	0	0
ENSE00001487305	0	0	0	0	0	0
ENSE00003511837	0	0	0	0	0	0
ENSE00002287394	0	0	0	0	0	0
ENSE00001916377	0	0	0	0	0	0
ENSE00001682609	0	0	0	0	0	0
ENSE00003569312	0	0	0	0	0	0
ENSE00001523501	0	0	0	0	0	0
ENSE00001549687	0	0	0	0	0	0
ENSE00003563961	0	0	0	0	0	0
ENSE00001559117	0	0	0	0	0	0
ENSE00001855933	0	0	0	0	0	0
ENSE00001879247	0	0	0	0	0	0
ENSE00001950069	0	0	0	0	0	0
ENSE00003598749	0	0	0	0	0	0
ENSE00001838080	0	0	0	0	0	0
ENSE00001252785	4	0	0	4	10	0
ENSE00001597080	0	0	0	4	0	0
ENSE00001250820	0	0	0	0	0	0
ENSE00001739378	0	0	2	2	2	0
ENSE00003509535	0	0	0	0	0	0
ENSE00003683963	0	0	0	0	0	0
ENSE00001632486	0	0	0	0	0	0
ENSE00003466097	0	0	0	0	0	0
ENSE00001887312	1	0	1	1	7	0
ENSE00003686648	0	0	0	0	0	0
ENSE00003541086	0	0	0	0	0	0
ENSE00003502346	0	0	0	0	0	0
ENSE00000657281	0	1	4	5	2	0
ENSE00000657283	0	1	9	7	3	0
ENSE00001598143	0	0	0	4	2	0
ENSE00000657284	0	2	9	8	7	0
ENSE00003512136	0	0	0	0	0	0
ENSE00000657286	1	1	4	9	2	0
ENSE00000657287	1	1	4	13	3	1
ENSE00001487282	0	1	1	7	2	0
ENSE00001487276	2	0	4	21	9	0
ENSE00001487274	2	0	3	8	6	0
ENSE00001934928	11	6	45	23	24	18
ENSE00003761461	0	0	0	0	0	0
ENSE00003775070	0	0	0	0	0	0
ENSE00001793670	0	0	0	0	0	0
ENSE00001643378	0	0	0	0	2	0
ENSE00003656346	0	0	0	0	0	0
ENSE00001627034	0	0	0	0	0	0
ENSE00001709976	0	0	1	0	0	0
ENSE00001647379	0	0	0	0	0	0
ENSE00003760390	0	0	1	1	1	0
ENSE00003724548	0	0	0	0	0	0
ENSE00001627638	0	0	0	0	0	0
ENSE00002692897	4	4	5	5	4	0
ENSE00000880795	6	2	8	2	5	0
ENSE00000657293	27	6	49	37	44	24
ENSE00000657295	3	0	14	12	11	2
ENSE00000657296	2	2	12	13	12	1
ENSE00000657297	0	0	0	0	0	0
ENSE00003599035	0	0	0	0	0	0
ENSE00003545305	0	0	0	0	0	0
ENSE00000657299	0	0	0	0	0	0
ENSE00000657300	0	0	0	0	0	0
ENSE00001736507	9	2	15	12	14	15
ENSE00001855412	0	0	0	0	0	0
ENSE00003604700	0	0	0	0	0	0
ENSE00001909789	4	1	2	2	4	0
ENSE00003612271	0	0	0	0	0	0
ENSE00001957323	0	0	0	0	0	0
ENSE00001948304	1	0	0	1	0	0
ENSE00001845570	0	0	0	0	0	0
ENSE00001884687	6	0	13	3	6	7
ENSE00001928828	6	2	14	7	11	7
ENSE00001863706	0	0	0	0	0	0
ENSE00003554455	0	0	0	0	0	0
ENSE00003567884	0	0	0	0	0	0
ENSE00003653501	0	0	0	0	0	0
ENSE00003607760	0	0	0	0	0	0
ENSE00003555689	0	0	0	0	0	0
ENSE00001487250	0	0	0	0	0	0
ENSE00003619503	0	0	0	0	0	0
ENSE00003680825	0	0	0	0	0	0
ENSE00001624231	0	0	0	0	0	0
ENSE00003686551	0	0	0	0	0	0
ENSE00003624161	0	0	0	0	0	0
ENSE00003553801	0	0	0	0	0	0
ENSE00001660722	0	0	0	0	0	0
ENSE00001742094	0	0	0	0	0	0
ENSE00001609244	0	0	0	0	0	0
ENSE00003666247	0	0	0	0	0	0
ENSE00003511236	0	0	0	0	0	0
ENSE00003574042	0	0	0	0	0	0
ENSE00003613151	0	0	0	0	0	0
ENSE00003824288	0	0	0	0	0	0
ENSE00003829392	0	0	0	0	0	0
ENSE00003814372	0	0	0	0	0	0
ENSE00003463672	0	0	0	0	0	0
ENSE00003814421	0	0	0	0	0	0
ENSE00003829336	0	0	0	0	0	0
ENSE00003662686	0	0	0	0	0	0
ENSE00003690147	0	0	0	0	0	0
ENSE00003495244	0	0	0	0	0	0
ENSE00003491544	0	0	0	0	0	0
ENSE00003641331	0	0	0	0	0	0
ENSE00003690835	0	0	0	0	0	0
ENSE00001868921	0	0	0	0	0	0
ENSE00003825269	0	0	0	0	0	0
ENSE00003819660	1	0	0	0	0	0
ENSE00003823839	0	0	0	0	0	0
ENSE00003827440	0	0	0	0	0	0
ENSE00003817031	0	0	0	0	0	0
ENSE00001862085	0	0	0	0	0	0
ENSE00001815799	0	0	0	0	0	0
ENSE00001952277	0	0	0	0	0	0
ENSE00001952472	0	0	0	0	0	0
ENSE00003820741	0	0	0	0	0	0
ENSE00001846770	0	0	0	0	0	0
ENSE00001942952	0	0	0	0	0	0
ENSE00003814948	0	0	0	0	0	0
ENSE00003831236	0	0	0	0	0	0
ENSE00003824611	0	0	0	0	0	0
ENSE00003828309	0	0	0	0	0	0
ENSE00001908784	0	0	0	0	0	0
ENSE00001908146	0	0	0	0	0	0
ENSE00001890210	0	0	0	0	0	0
ENSE00003831108	0	0	0	0	0	0
ENSE00001918528	0	0	0	0	0	0
ENSE00001902271	0	0	0	0	0	0
ENSE00001953695	2	0	2	2	4	0
ENSE00001936450	0	0	0	0	0	0
ENSE00001894623	2	0	0	2	2	2
ENSE00001927271	0	0	2	3	4	2
ENSE00001819124	0	0	0	0	0	1
