id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
ENSE00001642903	11.0524891484475	15.4023447003938	6.70263359650127	0.435169691815163	-1.20035001392089	0.164171117466615	1
ENSE00003791453	3.84448964433622	5.35955010046831	2.32942918820412	0.434631479235651	-1.20213542590778	0.408159203575533	1
ENSE00001783463	8.48404905707643	11.8344692621101	5.13362885204276	0.433786149454025	-1.20494410557703	0.173151702916268	1
ENSE00000655697	4.90117922053019	6.83814176111414	2.96421667994624	0.433482776973502	-1.20595342109084	0.147131041112965	1
ENSE00000880253	25.0718172664604	34.9910607314262	15.1525738014947	0.433041282109114	-1.20742353031601	0.0858720299449357	1
ENSE00001373499	1.33802681329097	1.86757034399084	0.808483282591111	0.432906468659945	-1.20787273685523	0.65856826680445	1
ENSE00001150385	107.025671840226	149.41253497723	64.6388087032216	0.432619717703554	-1.20882867372787	0.0549413715611729	1
ENSE00001719813	2.28645724258114	3.1927885406595	1.38012594450277	0.432263498483271	-1.21001707864084	0.222033797319744	1
ENSE00001925584	0.586861415277694	0.81954546248812	0.354177368067267	0.432163173708501	-1.2103519550632	0.982828466473897	1
ENSE00001309159	0.294096074907397	0.411103465781162	0.177088684033634	0.430764269274979	-1.21502950767386	1	1
ENSE00002089071	0.588192149814795	0.822206931562323	0.354177368067267	0.430764269274979	-1.21502950767386	0.981787952864093	1
ENSE00003708935	0.294096074907397	0.411103465781162	0.177088684033634	0.430764269274979	-1.21502950767386	1	1
ENSE00001806026	1.17771503416669	1.64707533219885	0.708354736134534	0.430068207741827	-1.2173626091023	0.841092538752296	1
ENSE00001669778	306.523974964686	428.725772336691	184.322177592681	0.429930247925304	-1.21782547957268	0.0431744805930814	1
ENSE00003735665	0.294616621205631	0.412144558377628	0.177088684033634	0.429676142591153	-1.21867841998858	1	1
ENSE00001787819	0.294616621205631	0.412144558377628	0.177088684033634	0.429676142591153	-1.21867841998858	1	1
ENSE00003144038	105.447476905011	147.524406715038	63.3705470949842	0.429559748831206	-1.21906928052635	0.0639359666543285	1
ENSE00001629490	0.294761442175948	0.412434200318263	0.177088684033634	0.429374392077523	-1.21969194357057	1	1
ENSE00003812076	0.294761442175948	0.412434200318263	0.177088684033634	0.429374392077523	-1.21969194357057	1	1
ENSE00001777847	0.589522884351897	0.824868400636526	0.354177368067267	0.429374392077523	-1.21969194357057	0.980750157108114	1
ENSE00001563441	18.396125039133	25.7420174971363	11.0502325811297	0.429268319095774	-1.22004839209923	0.06129972614135	1
ENSE00001844042	1.17927667306139	1.65019860998825	0.708354736134534	0.429254231488886	-1.22009573883598	0.840239946697777	1
ENSE00001807933	2.06379190394684	2.88796301965824	1.23962078823543	0.42923707118041	-1.22015341464903	0.773103908986835	1
ENSE00001732200	0.589898609679813	0.825619851292358	0.354177368067267	0.428983590344717	-1.22100563266625	0.980457631971875	1
ENSE00001606948	235.366375946343	329.524091003463	141.208660889222	0.428523026827005	-1.22255536477001	0.0532657104021665	1
ENSE00001630121	5.7052731855116	7.98805242267096	3.42249394835224	0.428451613391873	-1.22279581017906	0.24793697278503	1
ENSE00001665642	0.590563976948363	0.82695058582946	0.354177368067267	0.428293267017902	-1.2233290973601	0.979940131717713	1
ENSE00001347509	0.590563976948363	0.82695058582946	0.354177368067267	0.428293267017902	-1.2233290973601	0.979940131717713	1
ENSE00001824662	0.590563976948363	0.82695058582946	0.354177368067267	0.428293267017902	-1.2233290973601	0.979940131717713	1
ENSE00003755179	0.590563976948363	0.82695058582946	0.354177368067267	0.428293267017902	-1.2233290973601	0.979940131717713	1
ENSE00001725696	0.590563976948363	0.82695058582946	0.354177368067267	0.428293267017902	-1.2233290973601	0.979940131717713	1
ENSE00001934514	0.295426809444499	0.413764934855365	0.177088684033634	0.427993455017005	-1.22433936014577	1	1
ENSE00001362926	9.92986688421777	13.9118855668246	5.94784820161095	0.427537171222474	-1.22587823767939	0.136582100854029	1
ENSE00001542588	0.295802534772415	0.414516385511197	0.177088684033634	0.427217572630431	-1.22695710463771	1	1
ENSE00001647643	0.295802534772415	0.414516385511197	0.177088684033634	0.427217572630431	-1.22695710463771	1	1
ENSE00000880095	3.13505993367883	4.39336841358767	1.87675145376999	0.427178255291688	-1.22708988367949	0.472496480083662	1
ENSE00001170789	0.591749890515148	0.829322412963029	0.354177368067267	0.427068366332765	-1.22746105578119	0.979019440624097	1
ENSE00001639625	0.295947355742733	0.414806027451832	0.177088684033634	0.426919264219702	-1.2279648309498	1	1
ENSE00001673143	381.74983248051	535.196971200427	228.302693760592	0.426576953992318	-1.22912206933806	0.0351097744863476	1
ENSE00001547996	0.592935804081932	0.831694240096597	0.354177368067267	0.425850451995593	-1.23158121383361	0.978100886172932	1
ENSE00001803869	2.72725655196572	3.82607440479505	1.62843869913638	0.425616056262662	-1.23237551770057	0.304207644987067	1
ENSE00000652822	2.14187069219544	3.00948005332177	1.27426133106912	0.423415775646237	-1.23985307253619	0.282447890416014	1
ENSE00001631735	123.120402895208	173.030345414946	73.2104603754698	0.423107635830599	-1.24090337261656	0.048297161310783	1
ENSE00001761717	7.09013725682727	9.96601145378585	4.21426305986868	0.422863557744336	-1.24173586019318	0.248120601409781	1
ENSE00003838437	1.07230912232846	1.50748757912237	0.637130665534558	0.422644056480706	-1.24248493302539	0.504182577511205	1
ENSE00002600058	2.14490788659756	3.01555444212601	1.27426133106912	0.422562867135883	-1.24276209939077	0.2818007190182	1
ENSE00001654270	75.0415303663054	105.512725733228	44.5703349993832	0.422416677132124	-1.24326130105071	0.0462742721013122	1
ENSE00001617518	79.3154140171904	111.567475665663	47.0633523687172	0.421837565902745	-1.24524051770654	0.0432084306905617	1
ENSE00001798223	1.55249262881386	2.18490129462588	0.920083963001848	0.421110081844404	-1.24773067924069	0.241281624086812	1
ENSE00000652457	4.80155261835882	6.7696862921795	2.83341894453814	0.41854508794763	-1.25654504880313	0.71667751805119	1
ENSE00001735010	30.7644785633603	43.3886407395488	18.1403163871718	0.418089068428383	-1.25811777245804	0.0424427636301101	1
ENSE00001801315	5.21746302439984	7.36250158162734	3.07242446717234	0.417307138492083	-1.26081849520855	0.177935252702354	1
ENSE00000878888	1.54038346390406	2.17378327885014	0.906983648957976	0.417237384141506	-1.26105966689721	0.478387749301702	1
ENSE00003757732	3.55061430466673	5.01274792869615	2.08848068063731	0.41663389229718	-1.2631478905059	0.182623256504971	1
ENSE00001704679	157.674358034516	222.627745876894	92.720970192138	0.41648434172895	-1.26366583827527	0.05337959751838	1
ENSE00001441034	2.15762326673828	3.04672126938452	1.26852526409203	0.416357504324081	-1.26410526791557	0.359989403482708	1
ENSE00003707593	2.77144624803648	3.91445379693657	1.62843869913638	0.416006621514038	-1.26532160318099	0.285107864017647	1
ENSE00001766136	4.58437676393749	6.47778272453679	2.69097080333818	0.415415415701614	-1.26737334056419	0.301086672709479	1
ENSE00001714860	89.4312950146548	126.383731178762	52.4788588505481	0.415234289738766	-1.26800250958889	0.0460708504835459	1
ENSE00002244415	0.734224327969747	1.03766864714654	0.430780008792956	0.415142165061601	-1.26832262419394	0.731596584711386	1
ENSE00003787209	0.735034516208615	1.03928902362427	0.430780008792956	0.414494908539218	-1.27057371444579	0.730974210499573	1
ENSE00003782952	1.99664612034545	2.82489552305543	1.16839671763546	0.413607054880284	-1.27366730102853	0.464291445833172	1
ENSE00000653703	5.68840981698335	8.04871816509397	3.32810146887274	0.41349459635774	-1.27405961883744	0.214064225850145	1
ENSE00000655690	5.25948445189039	7.44654443660843	3.07242446717234	0.412597345430156	-1.2771935556481	0.170075939450272	1
ENSE00000656371	3.36637726817987	4.76721013708213	1.96554439927762	0.412304963019875	-1.27821626746913	0.204731753364102	1
ENSE00001689593	5.57811542990767	7.89935346154258	3.25687739827276	0.41229670429721	-1.27824516582989	0.140893782222995	1
ENSE00000655874	3.26544496484209	4.6252340000576	1.90565592962659	0.412012868884658	-1.27923869537661	0.219874933823919	1
ENSE00001892790	14.9020432935222	21.113058164354	8.69102842269046	0.411642328412842	-1.28053675538754	0.0292417494764669	1
ENSE00001752970	61.3937488381927	86.9984298231513	35.7890678532341	0.411376020532617	-1.28147039452706	0.0331109487360481	1
ENSE00001930256	3.15402340178266	4.47361494453871	1.83443185902662	0.410055823259006	-1.28610776940841	0.111761226285648	1
ENSE00001526947	59.8331447307421	84.8885270745689	34.7777623869153	0.409687428742465	-1.28740447048301	0.0407676589474952	1
ENSE00000878878	4.14407376216666	5.88013001846243	2.40801750587089	0.409517731463454	-1.28800217527853	0.417242574511079	1
ENSE00000656788	4.32964064744643	6.14539917558831	2.51388211930455	0.409067344118275	-1.28958972353544	0.284596303352716	1
ENSE00001637489	2772.00548490265	3935.63987410085	1608.37109570445	0.408668259077413	-1.29099790009716	0.0293731585869644	1
ENSE00000880612	4.88483997670953	6.93626100888092	2.83341894453814	0.408493703006611	-1.2916142557114	0.709482027777635	1
ENSE00001672952	1.40452050450238	1.99482165943657	0.814219349568191	0.408166487323064	-1.29277036072253	0.466528136831678	1
ENSE00001606166	96.273641941818	136.754966674332	55.7923172093042	0.407972877081445	-1.29345485298665	0.0329247547797833	1
ENSE00001762388	332.559874466735	472.734644527262	192.385104406209	0.406962143844134	-1.29703349555169	0.0221822394076332	1
ENSE00001560654	1.40793342423242	2.00164749889664	0.814219349568191	0.406774594436338	-1.29769851801562	0.465225764125565	1
ENSE00001775995	78.3658706591142	111.435856948376	45.2958843698525	0.406474949897288	-1.29876164977657	0.0284156970891333	1
ENSE00001904478	2.19261139440941	3.1183257048165	1.26689708400232	0.406274778175193	-1.29947229106418	0.339019550469832	1
ENSE00001599785	3.43378682719138	4.88495758717911	1.98261606720365	0.405861469996619	-1.30094070898644	0.26998018465259	1
ENSE00000651626	2.01274317260596	2.86445387464326	1.16103247056867	0.405324198391312	-1.30285178612731	0.552640376416367	1
ENSE00003788654	4.54687272586057	6.47399871898292	2.61974673273821	0.404656665293529	-1.30522973590615	0.180599909813589	1
ENSE00001657343	38.2830025928113	54.5089156917488	22.0570894938738	0.404651041283006	-1.30524978694984	0.0588780139567879	1
ENSE00000655728	4.62911012709767	6.59113285343942	2.66708740075593	0.404647798802018	-1.305261347355	0.200959778426836	1
ENSE00001644378	7.68554973135232	10.9458253467964	4.42527411590822	0.404288756279433	-1.30654201367564	0.108464793410589	1
ENSE00003555760	0.923295905420515	1.31532575874013	0.531266052100901	0.403904544992541	-1.30791371462674	0.841723148050802	1
ENSE00000654905	1.36452398866237	1.94409060046451	0.784957376860224	0.403765841300128	-1.30840923144786	0.625293505255138	1
ENSE00001526946	21.1112125487969	30.0804016166794	12.1420234809144	0.403652306097593	-1.3088149609333	0.0616052977165358	1
ENSE00002520503	2.02409868515764	2.88589421650826	1.16230315380701	0.402753208055324	-1.31203201439233	0.355272564493179	1
ENSE00001666104	174.209867392664	248.403488004977	100.016246780351	0.402636241478006	-1.31245105912238	0.0466020136963225	1
ENSE00002075490	687.74592677497	981.109512806106	394.382340743835	0.401975860590575	-1.31481922744317	0.0328722487189477	1
ENSE00001687294	10.2528135897134	14.6290030484158	5.87662413101097	0.401710500131953	-1.31577192304763	0.0703000713434497	1
ENSE00000657459	1.32874489173757	1.89641580919718	0.761073974277969	0.401322310532815	-1.31716673343592	0.43259385294521	1
ENSE00003566398	3.70785816696451	5.2926378024665	2.12307853146252	0.401138073433462	-1.31782919094676	0.40250070552182	1
ENSE00001705085	2.84426394283948	4.06008918654258	1.62843869913638	0.401084464975288	-1.31802200691283	0.253023704834468	1
ENSE00001750533	452.504210239197	645.959472560026	259.048947918369	0.40102972233184	-1.31821892885137	0.0421696872329991	1
ENSE00000657287	1.55766816405804	2.2245143378222	0.89082199029388	0.400456843611984	-1.32028132007297	0.342632664370726	1
ENSE00001738801	7.99058443161694	11.4134466061257	4.56772225710818	0.400205338031427	-1.321187684515	0.201080779232932	1
ENSE00001415019	11.2108706202534	16.013851057395	6.40789018311187	0.400146732984182	-1.32139896456099	0.0763621931991634	1
ENSE00000655877	3.47982780409747	4.9770395409913	1.98261606720365	0.398352484619554	-1.32788252150722	0.254985556918564	1
ENSE00001806002	182.606769309131	261.264757261405	103.948781356857	0.397867597782629	-1.32963968372144	0.0545489449025867	1
ENSE00003710423	4.84900943198338	6.93776697496121	2.76025188900554	0.397858835410219	-1.3296714570312	0.123163859939513	1
ENSE00002600363	1.5572981277838	2.22915283539944	0.885443420168168	0.397210727818716	-1.33202350736383	0.709843678749081	1
ENSE00001649116	26.460718130836	37.8844344944703	15.0370017672018	0.396917677876295	-1.33308827652413	0.0372303897515925	1
ENSE00001173877	9.02270892190991	12.9248893058209	5.12052853799888	0.396175813721884	-1.33578728757411	0.151413909057111	1
ENSE00001616608	40.0165478922628	57.3388756251173	22.6942201594083	0.395791161092582	-1.33718870076946	0.0463209791494395	1
ENSE00001646539	36.292888558217	52.0278713823612	20.5579057340727	0.395132554683802	-1.33959138107985	0.0260151058360445	1
ENSE00000656366	2.7159413026668	3.89386185466951	1.53802075066409	0.394985956889994	-1.34012673345918	0.204351703958388	1
ENSE00003755600	8.43561481502692	12.0978717099068	4.77335792014704	0.394561790255901	-1.34167684403983	0.091399758526249	1
ENSE00001564168	0.490006513194313	0.702795795898416	0.27721723049021	0.394449187243402	-1.34208862996792	0.703501197778585	1
ENSE00001745760	68.2757107423225	97.9569686683509	38.5944528162942	0.393993947964661	-1.343754625887	0.0183289580217406	1
ENSE00003772219	1.44173954014275	2.06925973071731	0.814219349568191	0.393483397700848	-1.34562532970086	0.43221604599923	1
ENSE00001633186	1.44344600000777	2.07267265044735	0.814219349568191	0.392835477127783	-1.34800286898963	0.431589841851905	1
ENSE00001252785	1.25602783389267	1.8037009316508	0.708354736134534	0.392722941871648	-1.34841621586018	0.746130598411221	1
ENSE00001613776	1559.61040071427	2240.33877318815	878.882028240404	0.392298717836186	-1.34997547467602	0.0287738595722247	1
ENSE00001737797	6.2240118803669	8.94283360782743	3.50519015290637	0.391955201966228	-1.3512393221653	0.173885648863631	1
ENSE00001815306	2.07516247862477	2.98192823961409	1.16839671763546	0.391825900473939	-1.35171532910861	0.409543061967745	1
ENSE00003677939	0.492523161298199	0.707829092106188	0.27721723049021	0.391644301684936	-1.35238412717214	0.700935205033657	1
ENSE00000656781	2.89371783947561	4.15899697981484	1.62843869913638	0.391546016272626	-1.35274622530952	0.236235598393003	1
ENSE00001784348	105.411243888698	151.559620958018	59.2628668193769	0.391020157247508	-1.35468511392394	0.0227266014409968	1
ENSE00000653968	1.44960647219929	2.08499359483039	0.814219349568191	0.390514077159276	-1.35655353965244	0.42934055084858	1
ENSE00001785448	1.26135077204107	1.81434680794761	0.708354736134534	0.390418597498361	-1.35690631790968	0.743314372925056	1
ENSE00003715424	63.2509742964118	90.9976841341686	35.504264458655	0.390166681674084	-1.35783751077924	0.0310451699943866	1
ENSE00000657641	0.63119593231877	0.908214496570272	0.354177368067267	0.389971057943648	-1.35856103786263	0.907552075732355	1
ENSE00003738661	0.982666691850854	1.41415528290071	0.551178100800997	0.389757834564265	-1.35935007190423	0.446960449802467	1
ENSE00000879679	0.631571657646686	0.908965947226104	0.354177368067267	0.389648665220201	-1.35975422063117	0.907257117035495	1
ENSE00001613741	2.40610186384463	3.46671832602016	1.34548540166909	0.388115005355433	-1.36544388301269	0.388982335617071	1
ENSE00003785913	2.40714295644109	3.46880051121309	1.34548540166909	0.387882035106872	-1.36631013639988	0.388710145814616	1
ENSE00000910938	1.77580220315201	2.56029637270219	0.991308033601825	0.387184876005421	-1.36890549490429	0.40717952011518	1
ENSE00001729068	70.3931580382965	101.56133915612	39.2249769204731	0.386219571801594	-1.37250681970897	0.0195762160932278	1
ENSE00001243074	3.28544873085617	4.74382984975252	1.82706761195982	0.385146109752469	-1.3765222417368	0.127732163360152	1
ENSE00001616695	10.6406172279443	15.369969782044	5.91126467384465	0.384598327626545	-1.37857560555884	0.0268787193237133	1
ENSE00001642833	7.13119234634063	10.3045168053407	3.95786788734051	0.384090584945155	-1.38048149477629	0.138699389868496	1
ENSE00000655666	3.96250120641205	5.73065711875314	2.19434529407096	0.38291338124037	-1.38491001758828	0.0690258501954985	1
ENSE00001625924	12.6178093709962	18.261821963946	6.97379677804645	0.3818784780519	-1.38881448019723	0.0339007261749087	1
ENSE00002056552	32.9354761805671	47.6732303882342	18.1977219729001	0.381717828322188	-1.38942152496646	0.0305987575995919	1
ENSE00001663639	57.3474789196967	83.0096842919013	31.6852735474921	0.381705746959254	-1.38946718696318	0.0187678660769923	1
ENSE00001576597	3.08038766205465	4.46111255437294	1.69966276973636	0.380995267216535	-1.39215501844342	0.353338404026054	1
ENSE00000652452	3.24985317881331	4.70727928850047	1.79242706912614	0.380777718778001	-1.39297903312425	0.349742806094278	1
ENSE00001985106	0.964362323701873	1.39745859530285	0.531266052100901	0.38016586243528	-1.3952991060532	0.786112427497678	1
ENSE00000652099	1.67016538695618	2.42024681091051	0.920083963001848	0.380161212837507	-1.39531675096384	0.18024829810069	1
ENSE00001538132	36.1347224459872	52.3647385942796	19.9047062976948	0.380116598154263	-1.39548607165533	0.0741109027238651	1
ENSE00000650240	0.964738049029789	1.39821004595868	0.531266052100901	0.379961547005364	-1.39607467304619	0.785877214062566	1
ENSE00003848183	0.966299687924489	1.40133332374808	0.531266052100901	0.379114692484404	-1.39929372605054	0.784900889438416	1
ENSE00003813745	21.2555643759403	30.8291045604586	11.682024191422	0.378928430065572	-1.40000270912912	0.0178987633343908	1
ENSE00003790120	4.05049080366086	5.87741703255126	2.22356457477047	0.378323430591289	-1.40230796573487	0.462810665310393	1
ENSE00001409228	5.50487138324088	7.99082117145101	3.01892159503075	0.377798668028828	-1.40431047953374	0.0727919182547657	1
ENSE00001530541	1.48474332264673	2.15526729572526	0.814219349568191	0.377781146302877	-1.40437739108078	0.398465230323801	1
ENSE00001614413	83.1230660616695	120.717186648255	45.528945475084	0.377153798387846	-1.40677513923279	0.0200105078448919	1
ENSE00001154392	5.26951464809739	7.66559123869724	2.87343805749753	0.37484884962192	-1.41561912023872	0.113424633884343	1
ENSE00000650789	1.63153264051119	2.37762186085422	0.885443420168168	0.372407166482752	-1.42504725896798	0.636445721582443	1
ENSE00002438053	2.46916741224762	3.59858548980323	1.33974933469201	0.372298876458058	-1.42546683252774	0.473515689325679	1
ENSE00001680363	1.16723952061319	1.70471262275861	0.629766418467766	0.369426735075535	-1.43663981826598	0.55382703083835	1
ENSE00001511313	33.037155359702	48.2654066574048	17.8089040619992	0.368978639057358	-1.43839079680776	0.0324296623388496	1
ENSE00001764384	28.4020129702421	41.5090039977896	15.2950219426946	0.36847479991351	-1.44036213847877	0.0321295870069467	1
ENSE00001790409	1.71154879298242	2.50301362296299	0.920083963001848	0.367590473563896	-1.44382871650909	0.163435138014606	1
ENSE00001325971	3.3064390998006	4.83661278913914	1.77626541046205	0.367254003556113	-1.44514987672918	0.262279646572493	1
ENSE00001487282	0.856815489087675	1.25358899667443	0.460041981500924	0.366979913449578	-1.44622699519691	0.394727193387197	1
ENSE00002476970	1.52271380894293	2.23120826831767	0.814219349568191	0.36492306035694	-1.45433577375011	0.368962588374074	1
ENSE00003759628	8.74583622612551	12.8180855817092	4.67358687054183	0.364608805328217	-1.45557869190319	0.0951327880766863	1
ENSE00000654729	2.71639825108438	3.98144648706601	1.45135001510275	0.364528324019312	-1.4558971779082	0.183167045373399	1
ENSE00001789675	43.0639607546209	63.1434264973078	22.9844950119339	0.36400455735347	-1.45797158174336	0.0343328101046465	1
ENSE00000654955	16.4821138160662	24.1710849860443	8.79314264608812	0.363787668247621	-1.45883145585492	0.0141150226871869	1
ENSE00001651434	171.854847985638	252.126853496682	91.5828424745942	0.36324112725184	-1.46100053674324	0.00945748346633814	1
ENSE00001713137	13.492023472111	19.7985209393082	7.18552600491377	0.362932464851329	-1.46222698107056	0.0150486726583179	1
ENSE00003739197	2.19610333552681	3.22380995341815	1.16839671763546	0.362427293952805	-1.46423648782659	0.338120708913534	1
ENSE00001722571	0.333397295740702	0.489705907447771	0.177088684033634	0.361622519435343	-1.46744357292496	1	1
ENSE00002322824	0.333397295740702	0.489705907447771	0.177088684033634	0.361622519435343	-1.46744357292496	1	1
ENSE00001743696	1.66727612064415	2.44910882112012	0.885443420168168	0.361536985426071	-1.46778485169057	0.606684587838056	1
ENSE00001322179	0.333542116711019	0.489995549388405	0.177088684033634	0.361408760252352	-1.46829661851481	1	1
ENSE00001596500	11.7381393710129	17.2454772429476	6.23080149907824	0.361300612983981	-1.46872839243309	0.0394951348446674	1
ENSE00001724154	24.8715566826205	36.57315563095	13.169957734291	0.360099026378406	-1.47353439605604	0.0204421551945564	1
ENSE00002072062	2.67611778235741	3.93552609244575	1.41670947226907	0.359979692419888	-1.47401257297544	0.558382582685579	1
ENSE00001215846	0.669166418614972	0.984155469162678	0.354177368067267	0.359879489740175	-1.47441421238943	0.841909791232162	1
ENSE00001320157	0.334583209307486	0.492077734581339	0.177088684033634	0.359879489740175	-1.47441421238943	1	1
ENSE00003840606	0.669166418614972	0.984155469162678	0.354177368067267	0.359879489740175	-1.47441421238943	0.841909791232162	1
ENSE00001487373	1.33862247917058	1.96889022220663	0.708354736134534	0.359773606545035	-1.47483874238154	0.65826831784722	1
ENSE00001529032	0.334872851248121	0.492657018462609	0.177088684033634	0.35945633046345	-1.47611158333444	1	1
ENSE00001824792	1.00484945810196	1.47843286410302	0.531266052100901	0.359344049364882	-1.47656229924932	0.733965325003845	1
ENSE00003758347	13.7809872567785	20.2817412243208	7.28023328923617	0.358955042800077	-1.47812492936512	0.0618968919861707	1
ENSE00001636327	0.335248576576037	0.493408469118441	0.177088684033634	0.358908886079789	-1.47831045218881	1	1
ENSE00000651622	0.335393397546354	0.493698111059075	0.177088684033634	0.358698322044913	-1.4791570983601	1	1
ENSE00001904438	0.335769122874271	0.494449561714908	0.177088684033634	0.358153182337616	-1.48135133384432	1	1
ENSE00003611343	0.335769122874271	0.494449561714908	0.177088684033634	0.358153182337616	-1.48135133384432	1	1
ENSE00001636290	0.335769122874271	0.494449561714908	0.177088684033634	0.358153182337616	-1.48135133384432	1	1
ENSE00001596609	0.335913943844588	0.494739203655542	0.177088684033634	0.357943503820105	-1.48219619787424	1	1
ENSE00003706762	0.671827887689176	0.989478407311084	0.354177368067267	0.357943503820105	-1.48219619787424	0.839828596543948	1
ENSE00000651605	0.336955036441055	0.496821388848476	0.177088684033634	0.356443357730807	-1.48825525808741	1	1
ENSE00001171309	1.89547106309997	2.79963409259812	0.991308033601825	0.35408485566836	-1.49783295440447	0.330034811193355	1
ENSE00001776473	1.56059821185185	2.30697707413551	0.814219349568191	0.352937772419477	-1.50251425511798	0.341702707166869	1
ENSE00003755045	11.3569255025026	16.8006433462278	5.91320765877727	0.351963168130995	-1.50650363174918	0.0848799248265606	1
ENSE00000655579	1.56505222417835	2.31588509878852	0.814219349568191	0.351580201450463	-1.50807426466049	0.340295915577692	1
ENSE00000655043	0.533299937638923	0.789382644787635	0.27721723049021	0.351182322439821	-1.50970786951944	0.636487913343724	1
ENSE00001671595	29.6277795845708	43.8546726130134	15.4008865561283	0.351180059922696	-1.50971716421494	0.0190331644970769	1
ENSE00001722410	0.531675659355199	0.787762268309898	0.275589050400498	0.349837840027246	-1.51524174883217	0.638046637752259	1
ENSE00001776996	4.57575070225302	6.78006742640144	2.3714339781046	0.349765544936955	-1.5155399171111	0.0484902244234488	1
ENSE00000655675	4.41097748742187	6.53647356147271	2.28548141337104	0.349650525145871	-1.5160144228904	0.0503077405872663	1
ENSE00001596746	3.83056033477813	5.67850460235261	1.98261606720365	0.349144045138618	-1.51810572798577	0.158194861486484	1
ENSE00000657286	1.23217547473588	1.82722028393721	0.637130665534558	0.348688481151105	-1.51998938910559	0.349666008080582	1
ENSE00001593736	2.12285581731693	3.14853898759838	1.09717264703548	0.348470402099856	-1.52089197123882	0.162295932812772	1
ENSE00001048528	4.46878877223009	6.63542465202295	2.30215289243724	0.346948840981169	-1.52720514765748	0.475575049295465	1
ENSE00001825194	1.52372497380124	2.26249257074225	0.784957376860224	0.346943626251424	-1.52722683189559	0.48543394371222	1
ENSE00001670168	1.5247660663977	2.26457475593519	0.784957376860224	0.346624625573937	-1.52855394202987	0.484989498714966	1
ENSE00000657281	0.89522043829483	1.33039889508874	0.460041981500924	0.345792516213898	-1.5320214489781	0.353917629280804	1
ENSE00003715289	0.895365259265147	1.33068853702937	0.460041981500924	0.345717249904265	-1.53233550479453	0.353854871734549	1
ENSE00001779460	5.95365016357243	8.8621521557394	3.04514817140545	0.343612715951093	-1.54114466813121	0.141996146679824	1
ENSE00003033703	1.04030329629428	1.54934054048766	0.531266052100901	0.342898180366263	-1.54414784644214	0.687806304444232	1
ENSE00000655571	14.1052935749997	21.0381614591296	7.17242569086989	0.340924548221745	-1.552475610626	0.0115673636542134	1
ENSE00001585529	12.2153423624171	18.2345237685897	6.19616095624456	0.339803826789154	-1.5572259949884	0.0519379170477128	1
ENSE00001296382	4.47113073996918	6.67669211526743	2.26556936467094	0.339325121715635	-1.55925985189147	0.0798452773137954	1
ENSE00003784219	3.35526530353018	5.01086783732401	1.69966276973636	0.339195290100495	-1.55981195740321	0.247653627269974	1
ENSE00001884330	28.7695554795108	42.9851413103625	14.553969648659	0.338581407551415	-1.56242534188366	0.133272170896311	1
ENSE00001706709	0.853979271304995	1.27717853381703	0.430780008792956	0.337290361047259	-1.56793700471993	0.576850151677747	1
ENSE00001714040	3.17264952926525	4.7515009022278	1.5937981563027	0.335430464835949	-1.57591436999292	0.434595107047757	1
ENSE00001744184	1.41765938374814	2.12696403136175	0.708354736134534	0.333035597071674	-1.58625170445553	0.581016077200589	1
ENSE00001619596	6.25153694110795	9.38132307008475	3.12175081213114	0.33276231815167	-1.58743602226667	0.104761127178007	1
ENSE00001316612	1.61749938625734	2.42814367001328	0.806855102501399	0.332292982687053	-1.58947226815138	0.421097791143109	1
ENSE00001756696	26.0364097027798	39.1165338830686	12.9562855224911	0.331222739755558	-1.59412637191003	0.00480347216967195	1
ENSE00001756157	3.27721539347014	4.92599208780389	1.62843869913638	0.330580859674579	-1.59692489854496	0.12856236020226	1
ENSE00001739921	0.931253560368417	1.40246513923591	0.460041981500924	0.328023826497081	-1.60812748394421	0.318694737548398	1
ENSE00000657284	1.86629576579478	2.81250756858772	0.920083963001848	0.327140084271439	-1.61201955210813	0.112412392606893	1
ENSE00003757421	4.0290625407503	6.07550901429696	1.98261606720365	0.326329211682204	-1.61559995740324	0.120985935448389	1
ENSE00001620759	23.412302584771	35.3177266772211	11.5068784923209	0.325810282113728	-1.61789596088147	0.0183447300099178	1
ENSE00001600901	6.420227816715	9.6894428485909	3.15101278483911	0.325200616183762	-1.62059810388151	0.0703848497176985	1
ENSE00001800554	1.30276616337564	1.96840166121672	0.637130665534558	0.323679195200806	-1.62736345700547	0.294731154433495	1
ENSE00001632659	4.22001420888128	6.38618827995894	2.05384013780363	0.321606574652514	-1.63663119483314	0.189631688971419	1
ENSE00003601484	1.45658487925353	2.20481502237252	0.708354736134534	0.321276265331455	-1.63811369096383	0.545739325813786	1
ENSE00001782554	4.44392730578517	6.72814986033306	2.15970475123728	0.320995339888338	-1.63937574199083	0.111715145224499	1
ENSE00000651620	0.52220235204203	0.790713379324737	0.253691324759323	0.320838538202014	-1.64008065030897	0.647275325272271	1
ENSE00003784997	2.98786297282988	4.524375930557	1.45135001510275	0.320784576122539	-1.64032331870074	0.115075092418465	1
ENSE00003049172	1.45999779898356	2.2116408618326	0.708354736134534	0.32028470280097	-1.64257320005356	0.544185753018307	1
ENSE00001846503	0.52376399093673	0.793836657114137	0.253691324759323	0.319576228290561	-1.64576799764407	0.645737638431024	1
